NU_ANO_CENSO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_LOCALIZACAO_DIFERENCIADA,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,TP_SITUACAO_FUNCIONAMENTO,Latitude,Longitude
2023,Ceará,CE,23,Russas,2311801,MARCONDES MATOS CAVALCANTE PADRE EMEIEF,23180676,3,2,0,AVENIDA ASTROGILDA MOREIRA DE SOUSA,SN,ZONA RURAL,62900000,1,-50154034,-380480504
2023,Ceará,CE,23,Jaguaruana,2307007,BENEVOLO GOMES DINIZ UEI,23180820,3,2,0,SITIO VOLTA,S/N,ZONA RURAL,62823000,1,-47747557,-377978343
2023,Ceará,CE,23,Quixeré,2311504,RITA NOGUEIRA DE OLIVEIRA E E I,23181087,3,1,0,VILA DE FATIMA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ XI ACAO CONTINUADA,23184400,3,2,0,SITIO VARZEA ALEGRE,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ X ACAO CONTINUADA,23184450,3,2,0,SITIO SAO JOSE,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ IX ACAO CONTINUADA,23184485,3,2,0,SITIO PINTO,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,ALEGRIA DE SABER II ACAO CONTINUADA,23184523,3,2,0,SITIO ANGICOS,SN,ZONA RURAL,62965000,2,-7223721,-39328458
2023,Ceará,CE,23,São João do Jaguaribe,2312502,ALEGRIA DO SABER I ACAO CONTINUADA,23184582,3,2,0,SITIO BOM JESUS,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,DE COQUEIRINHO EEF,23187387,3,2,1,ASSENTAMENTO COQUEIRINHO,,,62815000,1,-54983977,-393206241
2023,Ceará,CE,23,Itaiçaba,2306207,JOSE HELDER MENDONCA MOREIRA EEF,23195525,3,2,0,ASSENTAMENTO TOME AFONSO,SN,,62820000,2,-49121826,-379953805
2023,Ceará,CE,23,Quixeré,2311504,SEBASTIAO LEMOS DE ARAUJO CENTRO DE EDUCACAO INFANTIL VEREADOR,23195711,3,1,0,AGUA FRIA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE JOAQUIM DOS SANTOS EEB,23196556,3,2,0,TERRA NOVA,SN,,62951000,2,-47631284,-394821526
2023,Ceará,CE,23,Morada Nova,2308708,ANTONIO DE QUEIROZ FERREIRA EEB,23196572,3,2,0,BOM JESUS,SN,ZONA RURAL,62953000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,PINOQUIO CEI,23196912,3,1,0,JEREMIAS CANDIDO,811,SAO JOSE,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,MUNDO MAGICO CEI,23196920,3,1,0,RAIMUNDO FREIRE DE BRITO,SN,02 DE AGOSTO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,SAO JOSE EEB,23196980,3,2,0,ASSENTAMENTO AMAZONAS,SN,ZONA RURAL,62951000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,NUVEM DE ALGODAO CEI,23197030,3,2,0,RUA ANGELO DA SILVA,1954,DISTRITO ARUARU,62951000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,MARGARIDA MARIA DE ALACOQUE EM,23201800,3,1,0,RUA FELIPE SANTIAGO,SN,ALTO DO VELAME,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF ZE MELANCIA,23202831,3,2,0,RUA DRAGAO DO MAR,SN,CANOA QUEBRADA,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF CENTRO EDUCACIONAL RAIZES E ASAS,23202840,3,1,0,RUA TABAJARA,S/N,NOSSA SENHORA DE FATIMA,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI MARIA LEONOR MAIA,23202858,3,2,0,RUA EUCLIDES MOREIRA DA ROCHA,693,,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF PROFESSOR ANTONIO MONTEIRO,23202866,3,1,0,BR 304 / KM 44,200,AEROPORTO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI ARMANDO DIAS SIMOES,23202874,3,1,0,RUA TALES MILETO,1299,AEROPORTO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI RITA CALIXTO LIMA,23202890,3,1,0,RUA ALDOVANDO COSTA LIMA,133,NOSSA SENHORA DE LOURDES,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI MARIA RODRIGUES PRACA,23202912,3,1,0,VILA SAO CRISTOVAO,S/N,FARIAS BRITO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI ZILDA ALEXANDRE GONDIM,23202920,3,1,0,RUA ARMANDO PRACA,S/N,VARZEA DA MATRIZ,62800000,1,-4559839,-377635801
2023,Ceará,CE,23,Aracati,2301109,CEI PROFª MARIA ERIDAN DE FREITAS,23202939,3,1,0,RUA CORONEL ALEXANZITO,517,CENTRO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF AUXILIADORA,23202947,3,1,0,RUA CORONEL POMPEU,835,CENTRO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF 27 DE JULHO,23202971,3,2,1,ASSENTAMENTO AROEIRA VILANY,S/N,ZONA RURAL,62800000,1,-46594423,-377318453
2023,Ceará,CE,23,Aracati,2301109,EEF PASSOS LIVRES,23202998,3,2,1,ASSENTAMENTO CAMPOS VERDES,S/N,ZONA RURAL,62800000,1,-48543289,-375525261
2023,Ceará,CE,23,Aracati,2301109,EEF ANTONIO DA ROCHA,23203013,3,2,0,ASSENTAMENTO UMARI,S/N,,62800000,2,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,ERUNDINA NUNES MALVEIRA EMEF,23203382,3,1,0,RUA JOSE DOS REIS,0,DISTRITO OLHO DAGUA,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,31 DE MARCO EMEF,23203480,3,2,0,SITIO RIACHO SECO,SN,ZONA RURAL,62970000,2,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,ROMULO REMIGIO EMEF,23203510,3,2,1,ASSENTAMENTO IPANEMA I,S/N,ZONA RURAL,62970000,1,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,EEM FRANCISCO NONATO FREIRE,23203536,2,1,0,AV DR FCO EDSON GUERRA BEZERRA,667,CENTRO,62970000,1,-55148265,-38266892
2023,Ceará,CE,23,São João do Jaguaribe,2312502,ASSENTAMENTO EMEF,23204273,3,2,0,FAZENDA CHARNECA,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,ANA CLARA ANDRADE NANTUA BENTO EEB PROFª,23210389,3,1,0,RUA JOSE DE SOUSA MARTINS,261,SAO FRANCISCO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,RAIMUNDA IDA VIDAL CHAVES EMEF,23211016,3,1,0,RUA CONEGO CLIMERIO CHAVES,269,CENTRO,62965000,2,-52887426,-406757125
2023,Ceará,CE,23,Limoeiro do Norte,2307601,CEJA DOUTOR JOSE NILSON OSTERNE OLIVEIRA,23211202,2,1,0,RUA DOS EXPEDICIONARIOS,2991,CENTRO,62930000,1,-51412215,-380956768
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,SENHORINHA OLIVEIRA GONDIM EMEIF,23213850,3,2,0,SITIO JUAZEIRO,SN,ZONA RURAL,62960000,1,-37590392,-384794862
2023,Ceará,CE,23,Palhano,2310001,TIA MAROQUINHA CRECHE,23216085,3,2,0,LAGOA DO CAJUEIRINHO,SN,ZONA RURAL,62910000,2,-53017709,-38922341
2023,Ceará,CE,23,Morada Nova,2308708,PARQUE DOS SONHOS CEI,23216107,3,1,0,BARTOLOMEU AQUINO DOS SANTOS,515,HERMOGENES HENRIQUE GIRAO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,LAR TIA BENILCE CRECHE,23217669,3,1,0,AVENIDA DOM LINO,204,CENTRO,62900000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,FRANCISCO AGACI FERNANDES DA SILVA CAIC,23217715,3,1,0,RUA VINTE E CINCO,SN,TABULEIRO DO CATAVENTO,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,CRIANCA FELIZ CRECHE,23217774,3,2,0,SITIO PARELHAS,SN,ZONA RURAL,62900000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,MARIA GOMES DA SILVA CRECHE,23217910,3,2,0,SITIO INGA,SN,ZONA RURAL,62900000,2,-37834951,-392693348
2023,Ceará,CE,23,Jaguaruana,2307007,MONSENHOR ALUISIO DE CASTRO FILGUEIRAS - EEF,23221313,3,1,0,RUA JOAO FRANCISCO RODRIGUES,1384,TABULEIRO,62823000,1,-54983977,-393206241
2023,Ceará,CE,23,Jaguaruana,2307007,ANTONIO VALENTE FILHO CEI,23221321,3,2,0,SITIO ANTONOPOLIS,S/N,,62823000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,MARIA GONCALVES DA ROCHA LEAL E E F,23223936,3,1,0,RUA CELIO SANTIAGO,976,CENTRO,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ V ACAO CONTINUADA,23228091,3,2,0,FAZENDA CHARNECA,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Icapuí,2305357,HORIZONTE DA CIDADANIA EEF,23228105,3,2,0,PRAIA DE REDONDA,,REDONDA,62810000,1,-46514123,-374762994
2023,Ceará,CE,23,Limoeiro do Norte,2307601,ESTER GUIMARAES MALVEIRA EEIF,23228148,3,1,0,RUA CELIO SANTIAGO,1452,JOAO XXIII,62930000,1,-51512788,-381306142
2023,Ceará,CE,23,Limoeiro do Norte,2307601,LUCAS EVANGELISTA DE OLIVEIRA E E F,23228156,3,2,0,CARBOMIL,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,CRESCENDO E APRENDENDO CRECHE,23228164,3,2,0,AVENIDA JOSE FRANCISCO DE ARRUDA,SN,,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,ESCOLINHA MIGUEL RODRIGUES SANTIAGO,23228172,3,2,0,LAGOA CERCADA,,ZONA RURAL,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,CAZUZA BEZERRA EMEF,23228237,3,1,0,RUA 31 DE MARCO,447,CENTRO,62970000,1,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,CRIANCA FELIZ EEI,23228245,3,1,0,RUA JOAQUIM CRISOSTOMO,,CENTRO,62815000,2,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,ALEXANDRINO DIOGENES EMEF,23228644,3,2,0,ASSENTAMENTO CAROBA,,,62970000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,RAIMUNDO PELOPIDAS DE ARAUJO EMEIEF,23233273,3,1,0,TRAVESSA MATOSO,SN,NOSSA SENHORA DE FATIMA,62900000,1,-49394052,-379869182
2023,Ceará,CE,23,Aracati,2301109,IFCE - CAMPUS ARACATI,23236043,1,1,0,"CE 040, KM 137.1",S/N,AEROPORTO,62800000,1,-45612094,-377688612
2023,Ceará,CE,23,Morada Nova,2308708,EEEP OSMIRA EDUARDO DE CASTRO,23236078,2,1,0,RUA ALUIZIO GONZAGA LIMA,SN,02 DE AGOSTO,62940000,1,-51107022,-38362846
2023,Ceará,CE,23,Jaguaruana,2307007,EEEP FRANCISCA ROCHA SILVA,23236094,2,1,0,RUA JOAO CELEDONIO SOBRINHO,SN,ALTO,62823000,1,-48315702,-377798769
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ VII ACAO CONTINUADA,23237716,3,2,0,SITIO ITAPAGIPE,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ XII ACAO CONTINUADA,23237724,3,2,0,SITIO CHARNECA,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,CRECHE CARMELITA SETUBAL CASTELO BRANCO,23237791,3,2,0,LIMOEIRO ALTO,,,62930000,2,-51505054,-381346368
2023,Ceará,CE,23,Quixeré,2311504,MARIA SUZILANE SANTIAGO LIMA CENTRO DE EDUCACAO INFANTIL,23237848,3,1,0,RUA MESTRE ISIDORIO,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,RAQUEL MONTEIRO CHAVES CENTRO MUNICIPAL DE EDUCACAO INFANTIL,23237864,3,1,0,RUA MONSENHOR OTAVIO SANTIAGO,465,08 DE SETEMBRO,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,MARCIONILA MARIA DE BRITO CMEI,23237872,3,2,0,AVENIDA 29 DE JUNHO,,ZONA RURAL,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,IFCE - CAMPUS TABULEIRO DO NORTE,23245123,1,1,0,RODOVIA CE 377 KM 2,S/N,JOSE ROSENDO FREIRE,62960000,1,-5237437,-381451385
2023,Ceará,CE,23,Morada Nova,2308708,IFCE - CAMPUS MORADA NOVA,23245131,1,1,0,AVENIDA PREFEITO RAIMUNDO JOSE RABELO,2717,JULIA SANTIAGO,62940000,1,-5091225,-383648397
2023,Ceará,CE,23,Icapuí,2305357,JOSE CLAUDIO REBOUCAS RODRIGUES CEI,23246227,3,2,0,NOVA BELEM,SN,BELEM,62810000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CEI PROFª MARIA SALETE MORAIS,23249013,3,1,0,AVENIDA ABELARDO GURGEL COSTA LIMA,S/N,VARZEA DA MATRIZ,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,XIII ACAO CONTINUADA CAMINHO FELIZ,23249242,3,2,0,SITIO BOA VISTA,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,JUDITE CHAVES SARAIVA ESCOLA E E F,23249935,3,1,0,RUA CELIO SANTIAGO,430,CENTRO,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,MARIO TEIXEIRA DE CARVALHO CENTRO DE EDUCACAO INFANTIL,23251948,3,1,0,RUA ISABEL MONTEIRO,739,BARRA,62815000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,EUNICE GALVAO LIMA DE CASTELO BRANCO CEI,23252103,3,1,0,AV. SANTOS DUMONT,2645,JULIA SANTIAGO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,EEMTI JOAQUIM RODRIGUES DE LIMA,23252413,2,1,0,RUA INACIO MOREIRA,SN,CENTRO,62920000,1,-50885649,-379026476
2023,Ceará,CE,23,Limoeiro do Norte,2307601,VALDETRUDES EDITH HOLANDA E E F,23255161,3,1,0,RUA JOAQUIM FERREIRA SOMBRA,SN,BOM NOME,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,ESTEFANIA PINHEIRO E E F,23255196,3,2,0,SAO RAIMUNDO,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,EEEP PROFESSOR WALQUER CAVALCANTE MAIA,23255528,2,1,0,TRAVESSA PEDRO ARAUJO,175,IPIRANGA,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,FRANCISCO DA SILVA LUZ EEF,23258080,3,2,0,BOM FIM,,,62930000,2,-51513269,-380914147
2023,Ceará,CE,23,Palhano,2310001,CRECHE MARIA DE FATIMA DA SILVA BESSERA,23258659,3,1,0,RUA JOSE BARRETO DA SILVA,200,CENTRO,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Jaguaruana,2307007,IFCE - CAMPUS JAGUARUANA,23259442,1,1,0,AV. ANTONIO DA ROCHA FREITAS,1566,CENTRO,62823970,1,-48383933,-377852345
2023,Ceará,CE,23,Fortim,2304459,MAURO BONOTTO EEF,23261498,3,1,0,VILA CAMPESTRE,SN,CAMPESTRE,62817000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,ALEGRIA DE SABER III ACAO CONTINUADA,23261544,3,2,0,ASSENTAMENTO FAZENDA CHARNECA,SN,ZONA RURAL,62965000,2,-7223721,-39328458
2023,Ceará,CE,23,Aracati,2301109,EEEP PROFESSORA ELSA MARIA PORTO COSTA LIMA,23265426,2,1,0,RUA JOSE DE ALENCAR,1930,N SR DE LOURDES,62800000,1,-45736709,-377662061
2023,Ceará,CE,23,Itaiçaba,2306207,FRANCISCO AMARAL MAIA CEI,23265523,3,2,0,LOCALIDADE DE LOGRADOURO QUARTEIRAO 10,34,LOGRADOURO,62820000,1,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,ARCA DA ALIANCA ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,23265655,3,1,0,FORTIM,,CENTRO,62815000,2,-54983977,-393206241
2023,Ceará,CE,23,Icapuí,2305357,ANGELA MARIA DE GOIS CEI PROFESSORA,23265663,3,1,0,RUA ZE BIRU,,CENTRO,62810000,1,-47103642,-373557593
2023,Ceará,CE,23,Icapuí,2305357,ANA RODRIGUES DA SILVA CEI,23265949,3,2,0,VILA NOVA,,VILA NOVA,62810000,1,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,COMUNITARIA MANUEL F NETO ESC DE ENS FUNDAMENTAL,23266384,3,2,0,GUAJIRU,,GUAJIRU,62817000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,CEI ANA DE OLIVEIRA ROCHA SOMBRA,23266481,3,1,0,RUA SCIPIAO MAIA SCIPIAO,100,VARZEA ALEGRE,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Jaguaruana,2307007,RAIMUNDO PEREIRA BEZERRA CEI,23267461,3,1,0,CORREGO DO TABULEIRO,S/N,SANTA LUZIA,62823000,1,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,DOM BOSCO EMEF,23268719,3,2,0,SITIO LAGOA GRANDE,,ZONARURAL,62970000,2,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,FRANCISCA PINHEIRO CHAVES CENTRO MUNICIPAL DE EDUCACAO INFANTIL,23269260,3,1,0,RUA ANTONIO VIDAL MALVEIRA,81,CENTRO,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,CMEI RAQUEL ALEXANDRE DE OLIVEIRA,23269286,3,1,0,RUA JOAQUIM IZIDIO GADELHA,5277,MACENA,62960000,1,-5250047,-381329038
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,MARIA ANALIA DE LIMA CENTRO MUNICIPAL DE EDUCACAO INFANTIL,23269308,3,1,0,RUA MANOEL FRANKLIN,4117,CENTRO,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,UNIDADE EDUCACIONAL DE EDUCACAO INFANTIL AFRA ARAUJO LIMA,23270098,3,1,0,RUA TETA,1205,CATUMBELA,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,INACIO HOLANDA MENDES CENTRO DE EDUCACAO INFANTIL,23270853,3,2,0,AVENIDA DOS EXPEDICIONARIOS 5860-1 CE337,,BOA FE,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CRECHE EM TEMPO INTEGRAL SASKIA NATALIA BRIGIDO BATISTA,23271825,3,1,0,RUA PADRE PACHECO,S/N,VARZEA DA MATRIZ,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF TI DARCY RIBEIRO,23271841,3,1,0,RUA TEOFILO PINTO,200,FARIAS BRITO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Fortim,2304459,EGISA CLEMENTE LIRA EEI E CRECHE,23272457,3,1,0,FORTMI,,CAPIM ACU,62815000,2,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,MARIA ANGELINA DA CONCEICAO ESCOLA DE EDUCACAO BASICA,23272961,3,2,0,VILA NOVA,SN,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,PROFESSORA EDITE MAIA MACHADO EMEF,23273232,3,1,0,RUA PROJETADA 1,,TIBOLO,62970000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,EVALDO HOLANDA MAIA EMEF,23273704,3,1,0,RUA PADRE VICENTE,S/N,JOSE SIMOES,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,MANUELITO MAIA MEIRELES EM,23273712,3,1,0,RUA VINTE,2010,LAGOA DO TOCO,62900000,1,-4923016,-37977122
2023,Ceará,CE,23,Morada Nova,2308708,HILDA PONCIANO DE OLIVEIRA LIMA PROFESSORA EEB,23273950,3,1,0,RUA RAIMUNDO CARNEIRO GIRAO,872,SAO JOSE,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,NUCLEO DE ATENDIMENTO ESPECIALIZADO E INCLUSAO,23274557,3,1,0,RUA CORONEL ALEXANZITO,538,CENTRO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,CENTRO DE EDUCACAO DE JOVENS E ADULTOS - CEJA PROFESSOR JOSE HERCILIO SILVERIO VIRGINIO,23276355,3,1,0,RUA CORONEL ALEXANZITO,520,CENTRO,62800000,1,-51412273,-380956797
2023,Ceará,CE,23,Alto Santo,2300705,EEEP VEREADOR JOSE BATISTA FILHO - ZEZINHO BATISTA,23276509,2,1,0,RUA DOM POMPEU,SN,CENTRO,62970000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,EEEP LUCIA BALTAZAR COSTA,23277904,2,1,0,"RUA GONCALVES PEREIRA, 1213, CONJUNTO HABITACIONAL, QUADRA B",1213,LUIZ ALVES DE FREITAS,62930000,1,-51274677,-380902436
2023,Ceará,CE,23,Icapuí,2305357,EEEP JAIME DA CUNHA REBOUCAS,23277920,2,1,0,CE 261 SERRA DO MAR,SN,MUTAMBA,62810000,1,-46889499,-374034795
2023,Ceará,CE,23,Aracati,2301109,EEF MIRIAN CALIXTO LIMA GONDIM,23281251,3,1,0,TRAVESSA ALEXANDRE LIMA,S/N,ATERRO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,CENTRO INTEGRADO DE EDUCACAO ESPECIAL E INCLUSAO,23314613,3,1,0,JOSE MILTON GUERRA,1,IRAPUAN NOBRE,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Itaiçaba,2306207,ABILIO MONTEIRO PE EEF,23321415,3,1,0,AVENIDA JOAO BARBBOSA LIMA,1074,CENTRO,62820000,1,-88137173,-36954107
2023,Ceará,CE,23,Alto Santo,2300705,ODIL BENIGNO DE OLIVEIRA EMEF,23324813,3,2,0,SITIO BAIXA DOS CABRAS,S/N,,62970000,2,-54983977,-393206241
2023,Ceará,CE,23,Alto Santo,2300705,EMEF MARIA DO SOCORRO MAIA,23336013,3,1,0,CONJUNTO HABITACIONAL JOSE WILKER CAMPELO,SN,JARDIM,62970000,1,-52443511,-381354641
2023,Ceará,CE,23,Morada Nova,2308708,MUNDO ENCANTADO CEI,23339012,3,1,0,PADRE FRANCISCO ALVES TEIXEIRA,369,ACUDE VELHO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,JOAO OLIVEIRA LIMA ESCOLA DA EDUCACAO BASICA PROFESSOR,23461764,3,1,0,TRAVESSA MANOEL INACIO DA COSTA,259,PONTAL,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF SAO MARCELINO CHAMPAGNAT,23462132,3,1,0,RUA CORONEL ALEXANZITO,1272,CENTRO,62800000,1,-54983977,-393206241
2023,Ceará,CE,23,Icapuí,2305357,ALFREDO TEODOLINO DAMASCENO CEI,23517980,3,2,0,PRAIA DE TREMEMBE,,TREMEMBE,62810000,1,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,IFCE - CAMPUS LIMOEIRO DO NORTE,23533986,1,1,0,RUA ESTEVAM REMIGIO,1145,CENTRO,62930000,1,-51458957,-380936064
2023,Ceará,CE,23,Jaguaruana,2307007,NUCLEO DE EDUCACAO INFANTIL MARIA DE FATIMA SILVA MOREIRA - NEI TIA FATINHA,23545992,3,1,0,RUA CEL RAIMUNDO FRANCISCO,1389,JUAZEIRO,62823000,1,-54983977,-393206241
2023,Ceará,CE,23,Jaguaruana,2307007,MARIA HELENA DA SILVA CMEI PROF,23564334,3,1,0,SITIO CAPOEIRA,S/N,CAPOEIRA,62823000,1,-38383909,-386279466
